Tiempo desde erupcion (d);Magnitud
74,485279;12,943
74,485939;12,97
74,486598;12,97
74,48727;12,949
74,487941;12,966
74,488589;12,968
74,48926;13,005
74,489932;12,93
74,490591;12,905
74,491263;12,981
74,491922;12,969
74,492594;12,915
74,493253;12,984
74,493925;12,949
74,494584;12,965
74,495244;12,947
74,495915;12,936
74,496575;12,964
74,497235;12,967
74,497906;12,919
74,498566;12,965
74,499226;12,948
74,499897;12,905
74,500568;12,971
74,501216;12,954
74,501888;12,962
74,502559;12,928
75,440869;12,971
75,441621;12,983
75,442374;12,963
75,443126;12,987
75,44389;12,959
75,444642;12,947
75,445395;12,949
75,446135;12,959
75,446888;13,019
75,447628;12,943
75,448369;12,977
75,449133;12,978
75,449885;13,02
75,450638;12,972
75,451402;13,006
75,452142;13,022
75,452895;12,981
75,453647;12,986
75,454399;12,969
75,45514;12,927
75,455881;12,955
75,456633;12,971
75,457385;12,991
75,458126;12,976
75,458878;12,974
75,459642;12,973
75,460406;12,945
75,461159;12,946
75,461911;12,977
75,462663;12,979
75,463427;12,947
75,464168;12,983
75,46492;12,942
75,465672;12,987
75,466436;12,958
75,467189;13,024
75,467929;12,996
75,468682;12,974
75,469434;13,002
75,470175;12,977
75,470915;12,991
75,471656;12,989
75,472397;12,993
75,473149;12,974
75,473913;13,01
75,474677;12,934
75,475429;13,032
75,47617;12,96
75,476934;12,998
75,477698;12,986
75,47845;13,029
75,479191;12,984
75,479932;12,995
75,480684;13,022
75,481436;12,966
75,482189;13,001
75,482941;13,001
75,483693;12,992
75,484446;12,952
75,485198;13,003
75,48595;12,976
75,486691;12,951
75,487443;12,971
75,488196;12,941
75,488936;12,956
75,489677;12,992
75,490429;12,998
75,491193;12,996
75,491957;12,935
75,492721;12,962
75,493473;12,942
75,494226;12,961
75,494978;12,978
75,49573;12,985
75,496483;12,937
75,497235;12,965
75,497999;12,975
75,498751;12,937
75,499503;12,967
76,436714;12,837
76,437374;12,831
76,438034;12,882
76,438693;12,839
76,439353;12,822
76,440013;12,822
76,440684;12,825
76,441344;12,833
76,442003;12,869
76,442663;12,835
76,443311;12,858
76,443971;12,836
76,444631;12,849
76,445302;12,887
76,445962;12,873
76,446621;12,838
76,447293;12,864
76,447941;12,88
76,448601;12,873
76,44926;12,864
76,44992;12,852
76,45058;12,851
76,45124;12,849
76,451911;12,883
76,452571;12,825
76,45323;12,82
76,453902;12,835
76,45455;12,834
76,455209;12,855
76,455869;12,895
76,456529;12,862
76,4572;12,835
76,45786;12,828
76,458531;12,865
76,459191;12,835
76,459862;12,849
76,460522;12,871
76,461193;12,857
76,461853;12,851
76,462501;12,872
76,463161;12,809
76,463821;12,859
76,46448;12,883
76,46514;12,856
76,465811;12,882
76,466459;12,865
76,467119;12,854
76,467779;12,831
76,468439;12,848
76,469098;12,842
76,46977;12,806
76,470429;12,819
76,471101;12,856
76,47176;12,842
76,47242;12,817
76,473091;12,874
76,47374;12,846
76,474411;12,856
76,475059;12,857
76,475719;12,849
76,47639;12,869
76,47705;12,812
76,477721;12,844
76,478392;12,857
76,47904;12,87
76,4797;12,874
76,480371;12,861
76,481031;12,848
76,481703;12,804
76,482362;12,885
76,483034;12,783
76,483693;12,876
76,484365;12,827
76,485036;12,825
76,485696;12,863
76,486367;12,842
76,487038;12,837
76,487686;12,814
76,488358;12,836
76,489029;12,871
76,489677;12,841
76,490348;12,808
76,490996;12,834
76,491668;12,86
76,492339;12,802
76,492987;12,835
76,493659;12,782
76,49433;12,798
76,49499;12,846
76,495661;12,835
76,496321;12,814
76,49698;12,829
77,433902;12,235
77,434561;12,264
77,435221;12,267
77,435892;12,254
77,436552;12,253
77,4372;12,237
77,437848;12,263
77,438508;12,269
77,439168;12,287
77,439828;12,251
77,440487;12,243
77,441147;12,285
77,441807;12,26
77,442466;12,245
77,443115;12,232
77,443774;12,242
77,444434;12,248
77,445105;12,271
77,445765;12,243
77,446425;12,236
77,447084;12,256
77,447756;12,273
77,448404;12,244
77,449064;12,232
77,449723;12,231
77,450383;12,262
77,451054;12,258
77,451703;12,261
77,452362;12,275
77,453022;12,25
77,453682;12,257
77,454341;12,238
77,455001;12,267
77,455661;12,263
77,456321;12,263
77,456992;12,276
77,457652;12,28
77,4583;12,274
77,458971;12,265
77,459619;12,246
77,460279;12,259
77,460939;12,234
77,461598;12,288
77,462258;12,248
77,462918;12,261
77,463589;12,247
77,464249;12,25
77,46492;12,234
77,465568;12,245
77,466228;12,267
77,466899;12,232
77,467559;12,288
77,468219;12,235
77,468878;12,265
77,469538;12,254
77,470209;12,272
77,470869;12,283
77,47154;12,261
77,472189;12,265
77,47286;12,271
77,473508;12,272
77,474168;12,256
77,474839;12,256
77,475487;12,258
77,476159;12,266
77,476807;12,274
77,477478;12,249
77,478138;12,251
77,478797;12,269
77,479457;12,284
77,480117;12,26
77,480788;12,262
77,481448;12,27
77,482108;12,297
77,482756;12,258
77,483427;12,255
77,484087;12,259
77,484758;12,263
77,485429;12,278
77,486078;12,256
77,486749;12,252
77,487409;12,278
77,48808;12,271
77,488751;12,262
77,489399;12,263
77,490071;12,257
77,490742;12,271
77,491413;12,269
77,492073;12,284
77,492744;12,249
77,493415;12,255
77,494075;12,252
78,43117;12,205
78,43183;12,214
78,43249;12,209
78,433161;12,194
78,433821;12,207
78,43448;12,227
78,43514;12,21
78,4358;12,222
78,436459;12,215
78,437142;12,199
78,437802;12,238
78,43845;12,195
78,43911;12,221
78,439781;12,224
78,440441;12,236
78,441112;12,24
78,44176;12,232
78,44242;12,266
78,443091;12,228
78,44374;12,227
78,444399;12,217
78,445071;12,248
78,445719;12,249
78,446378;12,205
78,44705;12,229
78,447698;12,244
78,448369;12,262
78,449029;12,212
78,449677;12,229
78,450348;12,215
78,451008;12,25
78,451656;12,232
78,452316;12,236
78,452987;12,268
78,453647;12,241
78,454318;12,263
78,454966;12,263
78,455626;12,236
78,456286;12,253
78,456957;12,233
78,457617;12,265
78,458277;12,242
78,458948;12,234
78,459608;12,25
78,460279;12,227
78,460927;12,264
78,461598;12,235
78,462246;12,237
78,462918;12,237
78,463578;12,2
78,464226;12,197
78,464897;12,268
78,465545;12,245
78,466205;12,263
78,466876;12,223
78,467536;12,254
78,468207;12,246
78,468855;12,239
78,469527;12,255
78,470175;12,259
78,470846;12,257
78,471494;12,253
78,472165;12,221
78,472814;12,273
78,473485;12,259
78,474145;12,254
78,474804;12,224
78,475464;12,242
78,476135;12,244
78,476807;12,229
78,477455;12,274
78,478126;12,236
78,478774;12,242
78,479446;12,216
78,480094;12,222
78,480765;12,21
78,481425;12,225
78,482096;12,184
78,482767;12,197
78,483427;12,181
78,484098;12,197
78,48477;12,189
78,485418;12,174
78,486089;12,162
78,48676;12,198
78,487409;12,202
78,48808;12,169
78,48874;12,196
78,489399;12,153
78,490071;12,208
78,490742;12,204
78,49139;12,228
79,428439;12,355
79,429087;12,36
79,429746;12,369
79,430395;12,372
79,431043;12,357
79,431691;12,356
79,432351;12,339
79,43301;12,347
79,43367;12,374
79,43433;12,378
79,43499;12,384
79,435649;12,348
79,436309;12,375
79,436969;12,378
79,437628;12,35
79,438277;12,377
79,438936;12,395
79,439596;12,391
79,440267;12,406
79,440927;12,391
79,441587;12,384
79,442246;12,395
79,442906;12,383
79,443566;12,395
79,444226;12,381
79,444874;12,397
79,445534;12,402
79,446205;12,388
79,446865;12,373
79,447524;12,36
79,448184;12,366
79,448832;12,385
79,449492;12,369
79,450163;12,373
79,450811;12,383
79,451483;12,359
79,452142;12,382
79,45279;12,367
79,45345;12,35
79,45411;12,354
79,45477;12,367
79,455429;12,323
79,456101;12,328
79,456749;12,318
79,457409;12,329
79,45808;12,329
79,458751;12,313
79,459411;12,286
79,460082;12,307
79,46073;12,291
79,46139;12,301
79,462084;12,301
79,462733;12,291
79,463404;12,29
79,464064;12,278
79,464735;12,33
79,465395;12,304
79,466043;12,306
79,466714;12,326
79,467374;12,314
79,468045;12,33
79,468705;12,315
79,469376;12,335
79,470036;12,302
79,470707;12,33
79,471367;12,308
79,472038;12,315
79,472686;12,359
79,473346;12,364
79,474017;12,357
79,474677;12,334
79,475337;12,355
79,476008;12,368
79,476668;12,354
79,477339;12,354
79,47801;12,399
79,47867;12,384
79,47933;12,393
79,47999;12,359
79,480661;12,371
79,481309;12,379
79,48198;12,401
79,482628;12,378
79,4833;12,402
79,483948;12,369
79,484619;12,405
79,485267;12,366
79,485939;12,388
79,48661;12,379
79,48727;12,406
79,487941;12,388
79,488612;12,37
80,36794;12,446
80,426297;12,408
80,426969;12,415
80,427628;12,408
80,428277;12,443
80,428925;12,418
80,429596;12,405
80,430244;12,426
80,430892;12,419
80,431564;12,394
80,432223;12,422
80,432871;12,398
80,433543;12,397
80,434203;12,404
80,434851;12,432
80,43551;12,409
80,43617;12,38
80,43683;12,404
80,437478;12,392
80,438149;12,445
80,438809;12,414
80,439469;12,405
80,44014;12,41
80,4408;12,412
80,441459;12,398
80,442119;12,408
80,442767;12,429
80,443415;12,424
80,444087;12,438
80,444735;12,443
80,445406;12,425
80,446078;12,409
80,446749;12,419
80,447409;12,402
80,448068;12,403
80,448728;12,412
80,449388;12,416
80,450047;12,408
80,450707;12,425
80,451367;12,417
80,452027;12,424
80,452686;12,42
80,453358;12,415
80,454017;12,4
80,454689;12,414
80,455348;12,381
80,45602;12,419
80,456679;12,431
80,457351;12,4
80,45801;12,423
80,458659;12,394
80,45933;12,413
80,460001;12,416
80,460661;12,396
80,461332;12,403
80,461992;12,423
80,462663;12,406
80,463323;12,413
80,463994;12,429
80,464654;12,406
80,465314;12,42
80,465973;12,418
80,466621;12,415
80,467293;12,417
80,467941;12,409
80,468612;12,431
80,469272;12,441
80,469932;12,422
80,47058;12,423
80,471251;12,429
80,471899;12,405
80,472571;12,429
80,47323;12,411
80,473902;12,4
80,474561;12,419
80,475221;12,401
80,475892;12,425
80,476552;12,409
80,477223;12,429
80,477883;12,433
80,478554;12,425
80,479214;12,415
80,479885;12,439
80,480545;12,402
80,481205;12,419
80,481865;12,432
80,482536;12,415
80,483196;12,397
80,483855;12,418
80,484527;12,408
80,485186;12,395
80,485846;12,403
81,423473;12,496
81,424133;12,478
81,424793;12,486
81,425453;12,498
81,426112;12,517
81,426784;12,492
81,427432;12,487
81,428091;12,483
81,428751;12,512
81,429411;12,498
81,430071;12,509
81,430719;12,535
81,431378;12,496
81,432038;12,505
81,432709;12,495
81,433358;12,507
81,434006;12,468
81,434665;12,478
81,435325;12,51
81,435973;12,497
81,436633;12,508
81,437293;12,513
81,437953;12,509
81,438612;12,494
81,439272;12,505
81,439932;12,497
81,440591;12,512
81,441263;12,51
81,441922;12,503
81,442571;12,51
81,44323;12,5
81,44389;12,527
81,44455;12,506
81,445209;12,494
81,445869;12,503
81,446529;12,528
81,447189;12,51
81,447848;12,48
81,44852;12,484
81,449179;12,499
81,449851;12,487
81,450499;12,512
81,451159;12,483
81,45183;12,46
81,45249;12,47
81,453138;12,491
81,453786;12,512
81,454434;12,484
81,455094;12,468
81,455765;12,495
81,456413;12,456
81,457061;12,487
81,457721;12,503
81,458392;12,487
81,45904;12,464
81,4597;12,494
81,46036;12,506
81,46102;12,512
81,461679;12,541
81,462339;12,533
81,462999;12,517
81,46367;12,499
81,46433;12,503
81,465001;12,512
81,465649;12,535
81,466309;12,536
81,46698;12,518
81,467628;12,484
81,468288;12,493
81,468959;12,511
81,469619;12,513
81,47029;12,515
81,47095;12,48
81,471621;12,506
81,472281;12,477
81,472953;12,491
81,473612;12,48
81,474272;12,516
81,474932;12,517
81,475591;12,501
81,476251;12,507
81,476899;12,507
81,477559;12,499
81,47823;12,479
81,478878;12,519
81,47955;12,507
81,480209;12,529
81,480881;12,473
81,481552;12,473
81,482212;12,468
81,482871;12,479
82,420395;12,674
82,421066;12,783
82,421726;12,714
82,422385;12,709
82,423045;12,772
82,423693;12,722
82,424365;12,724
82,425024;12,684
82,425696;12,661
82,426344;12,721
82,427015;12,735
82,427675;12,729
82,428334;12,711
82,428994;12,701
82,429654;12,737
82,430314;12,713
82,430973;12,764
82,431633;12,759
82,432293;12,721
82,432964;12,755
82,433624;12,748
82,434295;12,755
82,434955;12,68
82,435626;12,638
82,436286;12,689
82,436946;12,766
82,437594;12,7
82,438265;12,766
82,438936;12,737
82,439596;12,732
82,440256;12,705
82,440927;12,82
82,441598;12,731
82,442258;12,727
82,442929;12,701
82,443589;12,746
82,44426;12,691
82,44492;12,83
82,445568;12,753
82,44624;12,747
82,447559;12,655
82,448219;12,662
82,448878;12,674
82,44955;12,733
82,450221;12,604
82,450881;12,731
82,45154;12,686
82,452212;12,677
82,452883;12,726
82,453543;12,681
82,454203;12,694
82,454874;12,674
82,455534;12,675
82,456193;12,707
82,456865;12,729
82,457524;12,668
82,458184;12,714
82,458844;12,686
82,459515;12,709
82,460186;12,666
82,460858;12,668
82,461517;12,61
82,462177;12,665
82,462848;12,701
82,46352;12,704
82,464191;12,678
82,464839;12,633
82,46551;12,623
82,466182;12,686
82,466841;12,664
82,467501;12,725
82,468172;12,731
82,468844;12,648
82,469503;12,705
82,470163;12,643
82,470834;12,721
82,471494;12,706
82,472165;12,722
82,472837;12,724
82,473496;12,689
82,474168;12,745
82,474828;12,69
82,475487;12,693
82,476159;12,686
82,47683;12,611
82,477501;12,691
82,478172;12,7
82,478821;12,684
82,47948;12,702
82,480152;12,695
83,417582;12,799
83,418242;12,812
83,418902;12,828
83,419561;12,8
83,420233;12,836
83,420881;12,829
83,421529;12,798
83,422165;12,805
83,422837;12,806
83,423496;12,833
83,424156;12,779
83,424816;12,819
83,425464;12,837
83,426124;12,815
83,426784;12,827
83,427443;12,825
83,428115;12,786
83,428774;12,831
83,429446;12,8
83,430105;12,821
83,430765;12,816
83,431425;12,848
83,432084;12,823
83,432744;12,811
83,433415;12,788
83,434075;12,817
83,434735;12,853
83,435395;12,821
83,436054;12,799
83,436714;12,802
83,437374;12,833
83,438034;12,83
83,438705;12,841
83,439353;12,804
83,440013;12,815
83,440672;12,811
83,441332;12,81
83,441992;12,814
83,442652;12,827
83,443323;12,814
83,443971;12,807
83,444642;12,85
83,44529;12,824
83,445962;12,821
83,44661;12,817
83,44727;12,827
83,447929;12,794
83,448601;12,802
83,449272;12,819
83,449932;12,795
83,450603;12,827
83,451263;12,846
83,451922;12,807
83,452582;12,808
83,453242;12,84
83,453913;12,839
83,454561;12,778
83,455233;12,831
83,455881;12,792
83,456552;12,821
83,457212;12,833
83,457883;12,781
83,458543;12,813
83,459203;12,833
83,459862;12,828
83,460534;12,793
83,461193;12,822
83,461853;12,791
83,462513;12,811
83,463184;12,823
83,463855;12,835
83,464515;12,802
83,465186;12,808
83,465846;12,808
83,466517;12,804
83,467189;12,779
83,467871;12,812
83,468543;12,805
83,469226;12,827
83,469909;12,81
83,470568;12,783
83,47124;12,818
83,471911;12,816
83,472582;12,814
83,473253;12,792
83,473936;12,854
83,474608;12,801
83,475267;12,836
83,475927;12,815
83,476598;12,822
83,477258;12,839
84,41477;12,903
84,415441;12,93
84,416089;12,902
84,416749;12,898
84,417409;12,946
84,41808;12,941
84,41874;12,935
84,419411;12,921
84,420082;12,936
84,420742;12,899
84,421402;12,915
84,422061;12,917
84,422721;12,939
84,423392;12,938
84,424052;12,898
84,424712;12,938
84,425383;12,908
84,426054;12,959
84,426726;12,942
84,427374;12,884
84,428045;12,953
84,428716;12,937
84,429365;12,952
84,430024;12,907
84,430684;12,918
84,431355;12,931
84,432015;12,92
84,432686;12,919
84,433358;12,944
84,434017;12,911
84,434689;12,925
84,435348;12,911
84,436008;12,929
84,436679;12,909
84,437339;12,94
84,43801;12,916
84,438682;12,925
84,439353;12,916
84,440013;12,947
84,440672;12,911
84,441332;12,906
84,441992;12,92
84,442663;12,917
84,443334;12,92
84,443994;12,924
84,444654;12,908
84,445314;12,939
84,445985;12,889
84,446656;12,879
84,447316;12,91
84,447976;12,886
84,448635;12,946
84,449307;12,924
84,449978;12,893
84,450649;12,917
84,451321;12,9
84,451992;12,934
84,45264;12,909
84,4533;12,922
84,453959;12,895
84,454642;12,907
84,455302;12,898
84,455973;12,916
84,456645;12,922
84,457316;12,899
84,457976;12,948
84,458647;12,906
84,459318;12,978
84,459978;12,934
84,460649;12,896
84,461309;12,911
84,461969;12,89
84,462628;12,903
84,463288;12,944
84,463959;12,938
84,464631;12,935
84,465302;12,959
84,465973;12,929
84,466645;12,943
84,467316;12,916
84,467987;12,944
84,468659;12,939
84,46933;12,909
84,470001;12,904
84,470672;12,878
84,471332;12,912
84,471992;12,928
84,472652;12,931
84,473311;12,917
84,473971;12,911
84,474631;12,945
84,84085;12,93
84,88295;12,535
84,91818;12,923
84,96365;12,901
85,412131;12,864
85,41279;12,907
85,413462;12,866
85,41411;12,83
85,41477;12,861
85,415429;12,833
85,416101;12,859
85,416749;12,843
85,41742;12,848
85,41808;12,865
85,418728;12,842
85,419399;12,865
85,420059;12,881
85,420707;12,876
85,421367;12,887
85,422027;12,875
85,422675;12,852
85,423346;12,873
85,424006;12,921
85,424665;12,836
85,425337;12,871
85,425985;12,866
85,426645;12,87
85,427316;12,905
85,427976;12,872
85,428647;12,886
85,429307;12,867
85,429978;12,881
85,430626;12,861
85,431297;12,914
85,431946;12,867
85,432617;12,858
85,433265;12,935
85,433936;12,882
85,434596;12,893
85,435256;12,873
85,435927;12,861
85,436598;12,892
85,437258;12,879
85,437906;12,883
85,438578;12,882
85,439226;12,897
85,439897;12,909
85,440545;12,876
85,441216;12,871
85,441888;12,883
85,442547;12,912
85,443219;12,884
85,443867;12,901
85,444538;12,869
85,445198;12,896
85,445869;12,871
85,446517;12,875
85,447189;12,871
85,447848;12,883
85,44852;12,88
85,449168;12,853
85,449839;12,848
85,450499;12,866
85,451159;12,879
85,45183;12,866
85,452478;12,848
85,453149;12,854
85,453821;12,86
85,454469;12,879
85,45514;12,822
85,4558;12,863
85,456459;12,878
85,457119;12,892
85,457779;12,864
85,458439;12,823
85,459098;12,867
85,459746;12,885
85,460418;12,833
85,461078;12,84
85,461737;12,861
85,462409;12,875
85,46308;12,885
85,46374;12,86
85,464399;12,847
85,465071;12,846
85,46573;12,841
85,46639;12,836
85,467061;12,832
85,467721;12,853
85,468381;12,862
85,469052;12,846
85,469723;12,865
85,470383;12,825
85,471043;12,861
85,471703;12,878
85,82604;12,771
85,88081;12,794
85,8857;12,358
85,92976;12,794
85,98202;12,817
86,03005;12,781
86,07674;12,834
86,409272;12,836
86,409932;12,891
86,41058;12,853
86,411251;12,91
86,411911;12,853
86,412559;12,858
86,413219;12,818
86,413878;12,872
86,414527;12,862
86,415175;12,863
86,415834;12,86
86,416506;12,878
86,417154;12,871
86,417825;12,852
86,418473;12,861
86,419133;12,878
86,419804;12,871
86,420464;12,879
86,421135;12,843
86,421795;12,834
86,422455;12,887
86,423115;12,91
86,423763;12,887
86,424434;12,876
86,425094;12,891
86,425765;12,807
86,426413;12,886
86,427084;12,865
86,427744;12,845
86,428404;12,879
86,429075;12,878
86,429723;12,863
86,430395;12,889
86,431054;12,86
86,431703;12,884
86,432374;12,851
86,433022;12,867
86,433693;12,872
86,434341;12,872
86,435013;12,859
86,435672;12,86
86,436344;12,846
86,437003;12,875
86,437652;12,858
86,438323;12,875
86,438983;12,879
86,439654;12,895
86,440302;12,834
86,440973;12,835
86,441633;12,847
86,442293;12,86
86,442953;12,886
86,443601;12,875
86,444272;12,874
86,44492;12,861
86,445591;12,872
86,446263;12,835
86,446911;12,867
86,447582;12,803
86,448242;12,836
86,448902;12,837
86,44955;12,85
86,450221;12,858
86,450881;12,867
86,45154;12,867
86,452212;12,843
86,452871;12,852
86,453543;12,832
86,454191;12,873
86,454874;12,815
86,455545;12,86
86,456205;12,815
86,456865;12,872
86,457536;12,865
86,458196;12,86
86,458867;12,901
86,459527;12,852
86,460198;12,88
86,460858;12,877
86,461529;12,853
86,462189;12,835
86,462848;12,843
86,46352;12,881
86,464191;12,884
86,464851;12,858
86,46551;12,85
86,466182;12,865
86,466841;12,856
86,467501;12,877
86,468172;12,868
86,468844;12,862
86,82008;12,897
86,82379;12,616
86,87043;12,958
86,87074;12,897
86,87105;12,907
86,87138;12,901
86,87169;12,923
86,872;12,9
86,87232;12,883
86,87263;12,867
86,87294;12,917
86,87325;12,935
87,406494;12,907
87,407165;12,911
87,407825;12,901
87,408473;12,937
87,409133;12,932
87,409804;12,939
87,410453;12,881
87,411112;12,905
87,411784;12,908
87,412443;12,935
87,413103;12,946
87,413751;12,931
87,414422;12,906
87,415071;12,904
87,41573;12,931
87,41639;12,92
87,417061;12,94
87,417709;12,943
87,418369;12,914
87,419029;12,915
87,4197;12,925
87,420348;12,932
87,42102;12,919
87,421679;12,969
87,422328;12,922
87,422987;12,943
87,423647;12,93
87,424307;12,964
87,424955;12,941
87,425615;12,926
87,426263;12,96
87,426934;12,933
87,427594;12,918
87,428265;12,958
87,428913;12,95
87,429584;12,952
87,430233;12,934
87,430904;12,943
87,431564;12,93
87,432223;12,922
87,432895;12,965
87,433543;12,931
87,434214;12,924
87,434874;12,976
87,435534;12,924
87,436193;12,933
87,436853;12,95
87,437524;12,991
87,438184;12,948
87,438832;12,92
87,439503;12,975
87,440152;12,947
87,440811;12,956
87,441483;12,964
87,442154;12,957
87,442802;12,963
87,443473;12,972
87,444145;12,957
87,444804;12,915
87,445464;12,918
87,446124;12,945
87,446784;12,934
87,447432;12,879
87,448103;12,895
87,448763;12,904
87,449434;12,913
87,450094;12,953
87,450765;12,926
87,451425;12,934
87,452073;12,915
87,452744;12,9
87,453392;12,881
87,454064;12,9
87,454723;12,918
87,455395;12,922
87,456054;12,928
87,456714;12,946
87,457374;12,918
87,458045;12,956
87,458705;12,92
87,459365;12,917
87,460024;12,884
87,460684;12,914
87,461344;12,936
87,462003;12,9
87,462686;12,919
87,463346;12,927
87,464006;12,899
87,464689;12,916
87,465348;12,954
87,46602;12,9
87,67726;12,87
87,67758;12,863
87,67791;12,895
87,67821;12,842
87,67852;12,877
87,67883;12,889
87,67914;12,854
87,67946;12,852
87,67978;12,838
87,68009;12,858
87,76891;12,626
88,403797;12,817
88,404469;12,815
88,405128;12,857
88,405777;12,823
88,406459;12,809
88,407119;12,803
88,407779;12,835
88,408439;12,811
88,40911;12,809
88,409781;12,823
88,410429;12,822
88,411112;12,828
88,411772;12,827
88,41242;12,781
88,413068;12,843
88,41374;12,805
88,414399;12,853
88,415047;12,836
88,415719;12,844
88,416378;12,831
88,41705;12,815
88,417721;12,797
88,418369;12,848
88,41904;12,819
88,4197;12,843
88,42036;12,835
88,42102;12,83
88,421691;12,802
88,422351;12,821
88,423022;12,868
88,423682;12,839
88,42433;12,83
88,425001;12,841
88,425661;12,812
88,426332;12,826
88,426992;12,809
88,427652;12,821
88,428323;12,796
88,428983;12,813
88,429642;12,824
88,430302;12,787
88,430962;12,791
88,43161;12,808
88,432281;12,797
88,432941;12,805
88,433589;12,802
88,43426;12,826
88,434909;12,847
88,435568;12,814
88,436228;12,821
88,436899;12,809
88,437559;12,807
88,438207;12,776
88,438878;12,824
88,439538;12,817
88,440186;12,812
88,440858;12,817
88,441517;12,779
88,442189;12,787
88,442848;12,803
88,443508;12,811
88,444168;12,816
88,444828;12,812
88,445476;12,816
88,446147;12,781
88,446795;12,832
88,447466;12,814
88,448126;12,825
88,448774;12,799
88,449446;12,827
88,450105;12,802
88,450765;12,84
88,451413;12,824
88,452084;12,825
88,452744;12,789
88,453415;12,812
88,454075;12,815
88,454746;12,824
88,455418;12,841
88,456078;12,814
88,456737;12,821
88,457397;12,841
88,458068;12,855
88,45874;12,843
88,459399;12,814
88,460059;12,829
88,460719;12,818
88,461378;12,824
88,46205;12,809
88,462709;12,816
88,463381;12,833
88,46404;12,832
88,84607;12,779
88,84607;12,786
88,84638;12,792
88,84669;12,784
88,84669;12,801
88,847;12,819
88,847;12,824
88,84733;12,779
88,84733;12,778
88,84764;12,791
88,84764;12,801
88,84796;12,796
88,84796;12,804
88,84828;12,814
88,84828;12,819
88,8486;12,774
88,8486;12,779
88,8489;12,761
88,8489;12,767
89,400991;12,764
89,401824;12,757
89,402681;12,748
89,403537;12,789
89,404393;12,755
89,405238;12,781
89,406083;12,773
89,406928;12,773
89,407773;12,763
89,408618;12,76
89,409463;12,758
89,410308;12,77
89,411153;12,751
89,411998;12,756
89,412843;12,77
89,413687;12,75
89,414544;12,765
89,415389;12,777
89,416234;12,718
89,417079;12,77
89,417924;12,746
89,418768;12,739
89,419613;12,774
89,420458;12,734
89,421292;12,759
89,422137;12,762
89,422981;12,752
89,423815;12,745
89,424648;12,743
89,425493;12,765
89,426338;12,764
89,427171;12,761
89,428005;12,745
89,428838;12,74
89,429671;12,747
89,430505;12,738
89,431349;12,756
89,432206;12,769
89,433051;12,778
89,433896;12,75
89,434741;12,761
89,435586;12,742
89,436431;12,743
89,437275;12,751
89,438109;12,773
89,438977;12,761
89,43981;12,777
89,440655;12,732
89,4415;12,741
89,442356;12,756
89,443201;12,731
89,444046;12,741
89,44488;12,732
89,445713;12,761
89,446569;12,73
89,447414;12,757
89,448248;12,743
89,449093;12,739
89,449949;12,751
89,450794;12,755
89,451639;12,757
89,452472;12,767
89,453306;12,74
89,45415;12,736
89,455007;12,75
89,45584;12,749
89,456697;12,744
89,457542;12,737
89,458387;12,754
89,459255;12,747
89,460088;12,738
89,460933;12,744
89,69593;12,713
89,69624;12,71
89,69655;12,707
89,69685;12,761
89,69717;12,672
89,69748;12,709
89,69779;12,724
89,6981;12,699
89,69842;12,73
89,69873;12,726
90,398745;12,822
90,399602;12,801
90,400447;12,846
90,40128;12,819
90,402137;12,815
90,402981;12,83
90,403826;12,813
90,404683;12,822
90,405528;12,829
90,406384;12,851
90,407229;12,838
90,408074;12,811
90,408919;12,822
90,409752;12,795
90,410609;12,815
90,411454;12,84
90,412299;12,796
90,413143;12,816
90,413988;12,801
90,414833;12,786
90,415678;12,823
90,416523;12,778
90,417368;12,814
90,418213;12,801
90,419058;12,791
90,419903;12,798
90,420759;12,808
90,421604;12,803
90,422449;12,814
90,423294;12,796
90,424139;12,812
90,424984;12,807
90,425829;12,803
90,426674;12,807
90,427518;12,788
90,428363;12,794
90,429208;12,803
90,430053;12,796
90,430898;12,807
90,431755;12,808
90,432599;12,821
90,433444;12,818
90,434289;12,803
90,435134;12,784
90,435979;12,824
90,436824;12,804
90,437669;12,793
90,438525;12,801
90,439382;12,789
90,440227;12,795
90,441072;12,794
90,441917;12,789
90,442773;12,776
90,443618;12,78
90,444463;12,805
90,445319;12,79
90,446164;12,81
90,447021;12,806
90,447877;12,794
90,448734;12,791
90,449579;12,787
90,450435;12,781
90,45128;12,796
90,452125;12,772
90,452981;12,783
90,453815;12,794
90,45466;12,81
90,455516;12,786
90,456349;12,768
90,457206;12,803
90,458051;12,785
90,458907;12,782
91,395412;12,865
91,396245;12,869
91,39709;12,856
91,397935;12,843
91,39878;12,848
91,399625;12,869
91,40047;12,855
91,401303;12,89
91,40216;12,858
91,402993;12,873
91,403838;12,863
91,404671;12,869
91,405516;12,881
91,406361;12,876
91,407218;12,903
91,408074;12,882
91,408931;12,867
91,409764;12,864
91,410609;12,85
91,411454;12,865
91,412299;12,872
91,413155;12,891
91,414;12,851
91,414845;12,87
91,41569;12,869
91,416535;12,888
91,417391;12,868
91,418224;12,872
91,419069;12,868
91,419903;12,909
91,420736;12,86
91,421569;12,877
91,422484;12,901
91,42334;12,876
91,424185;12,872
91,425018;12,874
91,425875;12,862
91,426708;12,854
91,427553;12,862
91,428398;12,853
91,429243;12,87
91,430099;12,869
91,430956;12,888
91,431789;12,844
91,432634;12,855
91,433479;12,854
91,434336;12,859
91,435181;12,903
91,436037;12,87
91,436882;12,863
91,437738;12,873
91,438572;12,844
